0.37683272	0
0.41005802	0
0.44351983	0
0.47681713	0
0.51016951	0
0.54358745	0
0.57695794	0
0.61010361	0
0.64347291	0
0.67688775	0
0.71013808	0
0.74348164	0
0.77692986	0
0.81001878	0
0.84317327	0
0.87667656	0
0.91020823	0
0.94346809	0
0.97693729	0
1.0100210	0
1.0431216	0
1.0768456	0
1.1101532	0
1.1434746	0
1.1769307	0
1.2102304	0
1.2435584	0
1.2768626	0
1.3102367	0
1.3435502	0
1.3768511	0
1.4101541	0
1.4434831	0
1.4768384	0
1.5102601	0
1.5434971	0
1.5769055	0
1.6100883	0
1.6435323	0
1.6769149	0
1.7101562	0
1.7435405	0
1.7768919	0
1.8103666	0
1.8436909	0
1.8770375	0
1.9105887	0
1.9435766	0
1.9768507	0
2.0100191	0
2.0435436	0
2.0770490	0
2.1102719	0
2.1436074	0
2.1770701	0
2.2104299	0
2.2437084	0
2.2769020	0
2.3103724	0
2.3436460	0
2.3768811	0
2.4104354	0
2.4435992	0
2.4771700	0
2.5103750	0
2.5436060	0
2.5769384	0
2.6102476	0
2.6436980	0
2.6769638	0
2.7104261	0
2.7435994	0
2.7770500	0
2.8102486	0
2.8437564	0
2.8768661	0
2.9100866	0
2.9437091	0
2.9769869	0
3.0101860	0
3.0436199	0
3.0769212	0
3.1103570	0
3.1436920	0
3.1769197	0
3.2102396	0
3.2434812	0
3.2773027	0
3.3102293	0
3.3437278	0
3.3770146	0
3.4103274	0
3.4436595	0
3.4768207	0
3.5103533	0
3.5436418	0
3.5769131	0
3.6103568	0
3.6436307	0
3.6769290	0
3.7103059	0
3.7435639	0
3.7769306	0
3.8100791	0
3.8437274	0
3.8770239	0
3.9103069	0
3.9436507	0
3.9768846	0
4.0101280	0
4.0438194	0
4.0769529	0
4.1101322	0
4.1435776	0
4.1768751	0
4.2100639	0
4.2435846	0
4.2770553	0
4.3100929	0
4.3436012	0
4.3767824	0
4.4100800	0
4.4437494	0
4.4770665	0
4.5102510	0
4.5436234	0
4.5768585	0
4.6100888	0
4.6433916	0
4.6768570	0
4.7100844	0
4.7434449	0
4.7767463	0
4.8099995	0
4.8435750	0
4.8769608	0
4.9101706	0
4.9438109	0.092047095
4.9768744	0
5.0102224	0
5.0436268	0.18405652
5.0770636	0.27619782
5.1103864	0.36815616
5.1437535	0.64413440
5.1771641	1.1046203
5.2104788	1.7484877
5.2440705	2.3929739
5.2771773	2.7619135
5.3104038	3.4046626
5.3437996	3.4977076
5.3772211	4.1421065
5.4105167	4.5097723
5.4437628	4.5019503
5.4770656	4.7826676
5.5102806	5.0735784
5.5440054	5.3390403
5.5770888	5.8918061
5.6104341	5.9792862
5.6447430	5.9846320
5.6771297	6.5355787
5.7103281	6.7191443
5.7437859	6.7104621
5.7770433	6.9030471
5.8102140	7.5534210
5.8436546	6.9949450
5.8770466	7.4578776
5.9106154	8.4673929
5.9438434	7.6373191
5.9770679	8.4687424
6.0107808	8.6511698
6.0437937	8.4677105
6.0773106	8.4690075
6.1105423	9.2957544
6.1437874	8.8346710
6.1772490	10.309050
6.2102661	11.045426
6.2437105	10.677429
6.2769804	10.582853
6.3102665	9.3887606
6.3439360	10.302031
6.3770018	10.591093
6.4101791	11.047878
6.4435477	10.859656
6.4768820	11.414072
6.5103760	11.136585
6.5438113	10.767323
6.5771604	11.595760
6.6102028	10.396155
6.6435070	10.400395
6.6765966	11.050469
6.7099762	12.334812
6.7433100	11.779065
6.7769537	12.660695
6.8103852	11.906617
6.8437757	12.154490
6.8770947	11.320978
6.9099464	11.414107
6.9434566	11.963243
6.9768295	11.597427
7.0099382	11.594963
7.0430670	11.596177
7.0767584	11.782820
7.1100249	12.149305
7.1434145	11.687333
7.1768408	12.059998
7.2098980	12.425018
7.2434034	12.422883
7.2767835	11.967974
7.3098316	11.870421
7.3433890	11.414125
7.3768044	11.963692
7.4101510	10.125766
7.4434586	11.133332
7.4766388	10.404085
7.5099602	11.137073
7.5435181	10.491156
7.5768194	9.8477468
7.6101542	9.7574339
7.6435595	9.2935915
7.6768456	9.5744247
7.7101259	9.2961464
7.7433920	9.2948103
7.7767801	9.0142069
7.8097963	8.3812494
7.8434906	8.3689365
7.8765545	8.1981096
7.9100695	8.0071840
7.9434304	7.8227558
7.9766340	8.1903868
8.0100231	7.3644814
8.0430737	7.8228168
8.0768700	7.3640442
8.1099815	7.5470948
8.1432800	7.9135027
8.1767855	7.3645735
8.2100830	7.6389065
8.2434635	7.8232327
8.2767897	7.8239298
8.3098707	8.1910782
8.3434782	8.0981073
8.3767815	8.1930361
8.4098835	8.9275780
8.4434757	8.5590153
8.4765291	9.2045078
8.5098495	9.2045946
8.5433750	9.2947960
8.5766249	9.2042780
8.6098499	9.4794884
8.6434956	9.2045078
8.6767874	9.2948685
8.7099581	9.4809694
8.7434359	9.2039328
8.7766867	9.1100140
8.8100758	9.3891706
8.8435526	9.3864574
8.8765736	9.2058744
8.9098473	9.5729876
8.9432354	9.2030993
8.9766569	9.6624994
9.0099611	9.4799767
9.0433712	9.7522221
9.0765629	10.038420
9.1098824	9.3880854
9.1433430	9.9381361
9.1766720	9.6629066
9.2100677	10.034921
9.2432594	9.4794884
9.2768621	9.4796362
9.3100672	9.1133461
9.3433104	9.5712681
